STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
NEW YORK,1938,House,38,George B. Kelly,Democrat,79966
NEW YORK,1938,House,38,American Labor,,6231
NEW YORK,1938,House,38,James W. Wadsworth,Republican,96297
NEW YORK,1938,House,39,J. Frederick Colson,Democrat,45285
NEW YORK,1938,House,39,American Labor,,2848
NEW YORK,1938,House,39,Walter G. Andrews,Republican,43132
NEW YORK,1938,House,40,Robert A. Hoffman,Democrat,71036
NEW YORK,1938,House,40,American Labor,,5432
NEW YORK,1938,House,40,76,468,119072
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
WASHINGTON,1946,House,4,Knute Hill,Democrat,50,493
WASHINGTON,1946,House,4,Frank Miller,Republican,48,003
WASHINGTON,1946,House,5,Charles H. Leavy,Democrat,67,582
WASHINGTON,1946,House,5,Walt Horan,Republican,54,528
WASHINGTON,1946,House,6,John M. Coffee,Democrat,71,534
WASHINGTON,1946,House,6,Paul A. Preus,Republican,42,334
WEST VIRGINIA,1946,Presidential,,,,Democratic,495,652
WEST VIRGINIA,1946,Presidential,,,,Republican,372,414
WEST VIRGINIA,1946,Senate,,,Harley M. Kilgore,Democrat,492,413
WEST VIRGINIA,1946,Senate,,,Thomas Sweeney,Republican,381,806
WEST VIRGINIA,1946,House,1,Robert L. Ramsay,Democrat,72,717
WEST VIRGINIA,1946,House,1,A. C. Schiffler,Republican,63,906
WEST VIRGINIA,1946,House,2,Jennings Randolph,Democrat,77,945
WEST VIRGINIA,1946,House,2,Summers H. Sharp,Republican,76,911
WEST VIRGINIA,1946,House,3,Andrew Edmiston,Democrat,79,441
WEST VIRGINIA,1946,House,3,H. Roy Waugh,Republican,60,810
WEST VIRGINIA,1946,House,4,George W. Johnson,Democrat,62,979
WEST VIRGINIA,1946,House,4,Harry O. Hiettshew,Republican,74,491
WEST VIRGINIA,1946,House,5,John Kee,Democrat,81,903
WEST VIRGINIA,1946,House,5,Hartley Sanders,Republican,48,223
WEST VIRGINIA,1946,House,6,Joe L. Smith,Democrat,105,927
WEST VIRGINIA,1946,House,6,R. F. O'Connor,Republican,65,762
WISCONSIN,1946,Presidential,,,,Democratic,770,821
WISCONSIN,1946,Presidential,,,,Republican,704,241
WISCONSIN,1946,Presidential,,,,Socialist,679,206
WISCONSIN,1946,Presidential,,,,Communist,15,071
WISCONSIN,1946,Presidential,,,,Prohibition,2,394
WISCONSIN,1946,Presidential,,,,Socialist-Labor,1,184
WISCONSIN,1946,Presidential,,,,,1,882
WISCONSIN,1946,Senate,,,Robert M. LaFollette, Jr.,Progressive,605,609
WISCONSIN,1946,Senate,,,Fred H. Clausen,Republican,553,692
WISCONSIN,1946,Senate,,,James E. Finnegan,Democrat,176,688
WISCONSIN,1946,Senate,,,Ted Furman,Independent Communist,1,308
WISCONSIN,1946,Senate,,,Adolf Wiggert, Jr.,Independent Socialist-Labor,838
WISCONSIN,1946,House,1,Stephen Bolles,Republican,69,276
WISCONSIN,1946,House,1,Stanley W. Slagg,Progressive,28,308
WISCONSIN,1946,House,1,Jacob M. Weisman,Democrat,26,520
WISCONSIN,1946,House,1,Scattering,,18
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
New Mexico,1944,Senate,,Dennis Chavez,Democrat,103194
New Mexico,1944,Senate,,Albert K. Mitchell,Republican,81257
New Mexico,1944,House,,Clinton P. Anderson,Democrat,106372
New Mexico,1944,House,,Herman R. Crile,Republican,73085
New York,1944,Presidential,,,,Democratic,2834500
New York,1944,Presidential,,,,American Labor,417418
New York,1944,Presidential,,,,Republican,3027478
New York,1944,Presidential,,,,Socialist,19550
New York,1944,Presidential,,,,Prohibition,3250
New York,1944,Senate,,James M. Mead,Democrat,2383407
New York,1944,Senate,,American Labor,381359
New York,1944,Senate,,Bruce Barton,Republican,2868522
New York,1944,Senate,,Blank, void, and scattering,229427
New York,1944,House,1,Leonard W. Hall,Republican,276873
New York,1944,House,1,Frederick S. Farah,Democrat,141774
New York,1944,House,1,Sidney Heidelberg,American Labor,10579
New York,1944,House,1,William F. Barry,Democrat,216300
New York,1944,House,2,Thomas J. Styles,Republican,170904
New York,1944,House,2,Matthew Napier,American Labor,20327
New York,1944,House,2,Paul Crouse,Communist,5379
New York,1944,House,3,Joseph L. Pfeifer,Democrat,37339
New York,1944,House,3,American Labor,,4945
New York,1944,House,3,Samuel Rosenthal,Republican,17839
New York,1944,House,3,Thomas H. Cullen,Democrat,38995
New York,1944,House,4,Alfred A. LaRossa,Republican,25207
New York,1944,House,4,Michael Giarratano,American Labor,3636
New York,1944,House,5,James J. Heffernan,Democrat,54723
New York,1944,House,5,American Labor,,8572
New York,1944,House,5,Marcellus H. Evans,Republican,51428
New York,1944,House,5,Andrew L. Somers,Democrat,130391
New York,1944,House,6,Alfred E. Bloch,Republican,58507
New York,1944,House,6,Irving R. Altman,American Labor,31945
New York,1944,House,6,Thomas F. Dwyer,Communist,5287
New York,1944,House,7,John J. Delaney,Democrat,42945
New York,1944,House,7,American Labor,,7244
New York,1944,House,7,Julius Reinlein,Republican,18765
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
ILLINOIS,1938,House,21,Evan Howell,Republican,67996
ILLINOIS,1938,House,21,Frank W. Fries,Democrat,63740
ILLINOIS,1938,House,22,Edwin M. Schaefer,Democrat,96162
ILLINOIS,1938,House,22,Calvin D. Johnson,Republican,84831
ILLINOIS,1938,House,23,Laurence F. Arnold,Democrat,64072
ILLINOIS,1938,House,23,Ben O. Sumer,Republican,64521
ILLINOIS,1938,House,24,James V. Heidinger,Republican,49731
ILLINOIS,1938,House,24,Claude V. Parsons,Democrat,43603
ILLINOIS,1938,House,25,C. W. (Unet) Bishop,Republican,67565
ILLINOIS,1938,House,25,Kent E. Keller,Democrat,67891
ILLINOIS,1938,House,,"William G. Stratton",Republican,2050493
ILLINOIS,1938,House,,"Stephen A. Day",Republican,2020096
ILLINOIS,1938,House,,"Thomas V. Smith",Democrat,1985143
ILLINOIS,1938,House,,"Walter J. Orlinski",Democrat,1919301
ILLINOIS,1938,House,,"Harry Fleischman",,7577
ILLINOIS,1938,House,,"Lee S. Gregory",,7791
ILLINOIS,1938,House,,"Willis Ray Wilson",,6786
ILLINOIS,1938,House,,"Lena Duell Vincent",,6621
ILLINOIS,1938,House,,"Scattering",,16
INDIANA,1938,Presidential Electors,,,Republican,899466
INDIANA,1938,Presidential Electors,,,Democratic,874063
INDIANA,1938,Presidential Electors,,,Prohibition,4637
INDIANA,1938,Presidential Electors,,,Socialist,2075
INDIANA,1938,Presidential Electors,,,Socialist Labor,706
INDIANA,1938,Senate,,,Raymond E. Willis,Republican,888070
INDIANA,1938,Senate,,,Sherman Minton,Democrat,867463
INDIANA,1938,Senate,,,Carl W. Thompson,Prohibition,5621
INDIANA,1938,Senate,,,John H. Kingsbury,Socialist,1751
INDIANA,1938,House,1,William T. Schulte,Democrat,71606
INDIANA,1938,House,1,Elliot Beshaw,Republican,45947
INDIANA,1938,House,2,Charles A. Halleck,Republican,87552
INDIANA,1938,House,2,James O. Cox,Democrat,63990
INDIANA,1938,House,3,Robert A. Grant,Republican,73914
INDIANA,1938,House,3,George Sands,Democrat,70208
INDIANA,1938,House,4,George W. Gillie,Republican,80559
INDIANA,1938,House,4,Frank K. Corbett,Democrat,58157
INDIANA,1938,House,5,Forest A. Harness,Republican,89661
INDIANA,1938,House,5,George W. Wolf,Democrat,80400
INDIANA,1938,House,6,Noble J. Johnson,Republican,75905
INDIANA,1938,House,6,Bernhard E. Bauer,Democrat,73499
INDIANA,1938,House,7,Gerald W. Landis,Republican,81632
INDIANA,1938,House,7,Charles H. Bedwell,Democrat,74746
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
INDIANA,1920,House,8,John W. Boehne Jr.,Democrat,87141
INDIANA,1920,House,8,Charles F. Werner,Republican,69761
INDIANA,1920,House,9,Earl Wilson,Republican,71624
INDIANA,1920,House,9,Eugene B. Crowe,Democrat,69227
INDIANA,1920,House,9,Raymond S. Springer,Republican,80725
INDIANA,1920,House,10,Don C. Ward,Democrat,71775
INDIANA,1920,House,11,William H. Larrabee,Democrat,79070
INDIANA,1920,House,11,Maurice G. Robinson,Republican,73867
INDIANA,1920,House,12,Louis Ludlow,Democrat,80964
INDIANA,1920,House,12,James A. Collins,Republican,72174
IOWA,1920,Presidential Electors,,,Republican,,632370
IOWA,1920,Presidential Electors,,,Democratic,,578800
IOWA,1920,Presidential Electors,,,Prohibition,,2824
IOWA,1920,Presidential Electors,,,Communist,,1524
IOWA,1920,Presidential Electors,,,Socialist Labor,,452
IOWA,1920,House,1,Thomas E. Martin,Republican,70120
IOWA,1920,House,1,Mrs. Zoe S. Nabers,Democrat,46040
IOWA,1920,House,2,William S. Jacobsen,Democrat,75774
IOWA,1920,House,2,W. A. McCullough,Republican,69295
IOWA,1920,House,3,John W. Gwynne,Republican,65425
IOWA,1920,House,3,Ernest J. Seaman,Democrat,43709
IOWA,1920,House,4,Henry O. Talle,Republican,64691
IOWA,1920,House,4,Morgan J. McEnaney,Democrat,51515
IOWA,1920,House,5,Karl M. LeCompte,Republican,66940
IOWA,1920,House,5,Roy E. Stevens,Democrat,58518
IOWA,1920,House,6,Paul H. Cunningham,Republican,70707
IOWA,1920,House,6,E. Frank Fox,Democrat,64314
IOWA,1920,House,6,D. Robinson,Prohibition,2114
IOWA,1920,House,7,Ben F. Jensen,Republican,70644
IOWA,1920,House,7,Ernest M. Miller,Democrat,50644
IOWA,1920,House,8,Fred C. Gilchrist,Republican,64887
IOWA,1920,House,8,Frank J. Lund,Democrat,46597
IOWA,1920,House,9,Vincent F. Harrington,Democrat,67017
IOWA,1920,House,9,Albert F. Swanson,Republican,64877
KANSAS,1920,Presidential Electors,,,Republican,,489169
KANSAS,1920,Presidential Electors,,,Democratic,,364725
KANSAS,1920,Presidential Electors,,,Prohibition,,4066
KANSAS,1920,Presidential Electors,,,Socialist,,2347
KANSAS,1920,House,1,W. P. Lambertson,Republican,64766
KANSAS,1920,House,1,Clive R. Lane,Democrat,41375
KANSAS,1920,House,2,U. S. Guyer,Republican,73639
KANSAS,1920,House,2,Harold H. Harding,Democrat,62787
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
New York,1940,House,8,Donald L. O'Toole,Democrat,217599
New York,1940,House,8,Jacob M. Ottenheimer,Republican,103732
New York,1940,House,8,Benjamin Bonner,American Labor,9279
New York,1940,House,8,Robert Minor,Communist,7111
New York,1940,House,9,Eugene J. Keogh,Democrat,80516
New York,1940,House,9,American Labor,11443
New York,1940,House,9,William J. McAuliffe,Republican,67901
New York,1940,House,10,Emanuel Celler,Democrat,46280
New York,1940,House,10,American Labor,11006
New York,1940,House,10,Edward H. Wilson,Republican,31585
New York,1940,House,10,Bessie Polinsky,Communist,2164
New York,1940,House,10,James A. O'Leary,Democrat,46616
New York,1940,House,11,Thomas Gartler,Republican,42631
New York,1940,House,11,Wellington Roe,American Labor,5193
New York,1940,House,11,Samuel Dickstein,Democrat,17176
New York,1940,House,11,Bernard Harkavey,American Labor,1772
New York,1940,House,11,Joseph Levine,Republican,3976
New York,1940,House,11,Louis J. Capozzoli,Democrat,18334
New York,1940,House,11,John Rosenberg,Republican,8637
New York,1940,House,11,Geno Bradi,American Labor,2534
New York,1940,House,11,M. Michael Edelstein,Democrat,26405
New York,1940,House,11,Peter J. Bakalchuk,Republican,13449
New York,1940,House,11,Samuel Burt,American Labor,3043
New York,1940,House,11,Michael J. Kennedy,Democrat,36134
New York,1940,House,11,Arthur W. Avery,Republican,13158
New York,1940,House,11,Joseph Curran,American Labor,4423
New York,1940,House,11,William T. Pfeiffer,Republican,8907
New York,1940,House,11,James H. Fay,Democrat,28374
New York,1940,House,11,Thomas Dacey,American Labor,3316
New York,1940,House,11,Kenneth F. Simpson,Republican,54316
New York,1940,House,11,Samuel Kramer,Democrat,4339
New York,1940,House,11,Morris K. Sinsley,American Labor,15251
New York,1940,House,11,Martin A. Kennedy,Democrat,63215
New York,1940,House,11,James B. Walker Jr.,Republican,24312
New York,1940,House,11,Shamaes D. Shonbrun,American Labor,8112
New York,1940,House,19,Daniel J. Eisner,Republican,32821
New York,1940,House,19,Benjamin M. Zelinan,American Labor,9290
New York,1940,House,19,Vito Marcantonio,Republican,14737
New York,1940,House,19,American Labor,10517
New York,1940,House,20,James J. Lanzetta,Democrat,15160
New York,1940,House,20,James A. Garaventa,Democrat,108139
New York,1940,House,21,Charles H. Roberts,Republican,46324
New York,1940,House,21,Alfred K. Stern,American Labor,16529
New York,1940,House,21,Walter A. Lynch,Democrat,44296
New York,1940,House,22,F. Shepard Crocill,Republican,23592
New York,1940,House,22,Frank R. Crosswaith,American Labor,9911
New York,1940,House,22,Charles A. Buckley,Democrat,190983
New York,1940,House,22,Lowell H. Brown,Republican,88038
New York,1940,House,23,Jack Altman,American Labor,50293
New York,1940,House,23,Isidore Begun,Communist,5821
New York,1940,House,23,Max Shachtman,Workers,411
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
WISCONSIN,1940,House,1,Harry Sauthoff,Progressive,60481
WISCONSIN,1940,House,1,Charles Rawhls Jr.,Republican,58121
WISCONSIN,1940,House,1,Thomas Brooks,Democrat,18327
WISCONSIN,1940,House,1,Scattering,,8
WISCONSIN,1940,House,2,William H. Stevenson,Republican,54457
WISCONSIN,1940,House,2,Gardner R. Withrow,Progressive,52133
WISCONSIN,1940,House,2,George T. Doherty,Democrat,11806
WISCONSIN,1940,House,2,Scattering,,5
WISCONSIN,1940,House,3,F. T. B. Wasielewski,Democrat,57801
WISCONSIN,1940,House,3,Leonard S. Fons,Progressive,52907
WISCONSIN,1940,House,3,John C. Schafer,Republican,50796
WISCONSIN,1940,House,3,Scattering,,3
WISCONSIN,1940,House,4,Lewis D. Thill,Republican,73728
WISCONSIN,1940,House,4,James M. Pasch,Progressive,54501
WISCONSIN,1940,House,4,Francis T. Murphy,Democrat,37572
WISCONSIN,1940,House,4,Scattering,,7
WISCONSIN,1940,House,5,Frank B. Keefe,Republican,66581
WISCONSIN,1940,House,5,Jacob A. Essley,Democrat,30162
WISCONSIN,1940,House,5,Walter F. Corrigan Sr.,Progressive,19387
WISCONSIN,1940,House,5,Scattering,,6
WISCONSIN,1940,House,6,Reid F. Murray,Republican,58698
WISCONSIN,1940,House,6,Gerald J. Boileau,Progressive,40558
WISCONSIN,1940,House,6,Wallace A. Bodehorn,Democrat,14459
WISCONSIN,1940,House,7,Joshua L. Johns,Republican,61987
WISCONSIN,1940,House,7,Michael F. Kresky,Progressive,64005
WISCONSIN,1940,House,7,Scattering,,8
WISCONSIN,1940,House,8,Merlin Hull,Progressive,61009
WISCONSIN,1940,House,8,John R. Nygard,Republican,47825
WISCONSIN,1940,House,8,James E. Hughes,Democrat,6073
WISCONSIN,1940,House,8,Scattering,,3
WISCONSIN,1940,House,9,Bernard J. Gehrmann,Progressive,50776
WISCONSIN,1940,House,9,Pete Van Nostrand,Republican,37419
WISCONSIN,1940,House,9,John G. Green,Democrat,17284
WISCONSIN,1940,House,9,Scattering,,147
WYOMING,1940,Presidential,,,Democratic,59287
WYOMING,1940,Presidential,,,Republican,52633
WYOMING,1940,Presidential,,,Prohibition,172
WYOMING,1940,Presidential,,,Socialist,148
WYOMING,1940,Senate,,Joseph C. O'Mahoney,Democrat,65022
WYOMING,1940,Senate,,Milward L. Simpson,Republican,45682
WYOMING,1940,House,,"John J. McIntyre",Democrat,57030
WYOMING,1940,House,,"Frank O. Horton",Republican,49701
WYOMING,1940,House,,"Lee R. White",Progressive,157
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
NEW JERSEY,1936,House,1,Donald H. McLean,Republican,73,861
NEW JERSEY,1936,House,1,James E. Dwyer,Democrat,62,888
NEW JERSEY,1936,House,1,Margaret Cameron Lowery,Prohibition,884
NEW JERSEY,1936,House,1,Henry Allen,Communist,294
NEW JERSEY,1936,House,1,Samuel Glensaw,Socialist,211
NEW JERSEY,1936,House,2,J. Parrell Thomas,Republican,38,227
NEW JERSEY,1936,House,2,Mort L. O'Connell,Democrat,44,572
NEW JERSEY,1936,House,2,Frank A. Buono,Buono Food Plan,375
NEW JERSEY,1936,House,2,Robert M. Nitsche,Liberal Independent,67
NEW JERSEY,1936,House,2,H. E. Garrison,National Prohibition,47
NEW JERSEY,1936,House,3,Gordon Canfield,Republican,72,197
NEW JERSEY,1936,House,3,Addison P. Rosenkrans,Democrat,60,622
NEW JERSEY,1936,House,3,William Somers,Fifteen Dollar Pension,1,063
NEW JERSEY,1936,House,3,Henry Lun,Socialist-Labor,145
NEW JERSEY,1936,House,3,Donald Jensen,National Prohibition,13
NEW JERSEY,1936,House,3,Stephen J. Knechtle,Independent,59
NEW JERSEY,1936,House,4,Frank C. Osmers, Jr.,Republican,91,252
NEW JERSEY,1936,House,4,Abram A. Lebson,Democrat,54,254
NEW JERSEY,1936,House,4,Stella Richardson,National Prohibition,24
NEW JERSEY,1936,House,4,Fred A. Harley, Jr.,Republican,4,694
NEW JERSEY,1936,House,4,William E. Holmyood,Democrat,4,932
NEW JERSEY,1936,House,4,Alonzo O. Dam,Socialist,1,527
NEW JERSEY,1936,House,5,Joseph L. W. Boucher,Independent Lincoln,240
NEW JERSEY,1936,House,5,F. Phipples,,205
NEW JERSEY,1936,House,5,Frank Affone,Independent for Labor,2005
NEW JERSEY,1936,House,5,Lawrence Mahon,Communist,158
NEW JERSEY,1936,House,5,Mildred Clark Bopp,Socialist-Labor,49
NEW JERSEY,1936,House,5,Orrie De Bake,National Prohibition,10
NEW JERSEY,1936,House,6,Albert L. Tveerdal,Republican,61,806
NEW JERSEY,1936,House,6,Mary C. Duffy,Democrat,46,136
NEW JERSEY,1936,House,6,Wesley W. Morris,National Prohibition,973
NEW JERSEY,1936,House,6,Milo Caudillo,Independent,9,378
NEW JERSEY,1936,House,6,Nannie Penn,Communist,128
NEW JERSEY,1936,House,7,John C. Twining,Keep America Neutral,1,995
NEW JERSEY,1936,House,7,Thomas J. Halloran,Democrat,53,657
NEW JERSEY,1936,House,7,Stephan J. Stein,Jersey Pension,25,255
NEW JERSEY,1936,House,7,Harry Samuel Neuwirth,Fusion,2,014
NEW JERSEY,1936,House,7,Rose Risk,Communist,327
NEW JERSEY,1936,House,7,John P. Wagner,National Prohibition,166
NEW JERSEY,1936,House,7,Rubee Smith,Socialist,122
NEW JERSEY,1936,House,7,Ike Dimond,Roosevelt New Deal,98
NEW JERSEY,1936,House,8,Mary T. Norton,Democrat,92,356
NEW JERSEY,1936,House,8,Raymond J. Cuddy,Republican,39,274
NEW JERSEY,1936,House,8,Oscar W. Nevins,National Prohibition,54
NEW JERSEY,1936,House,8,Edward J. Hart,Democrat,54,538
NEW JERSEY,1936,House,8,Otto Trankler,Republican,44,839
NEW JERSEY,1936,House,14,John Pangilton,Socialist,64
NEW JERSEY,1936,House,14,Jay Anyon,Communist,43
NEW JERSEY,1936,House,14,S. P. Barachman,National Prohibition,10
NEW MEXICO,1936,Presidential Electors,,,Democratic,,103,699
NEW MEXICO,1936,Presidential Electors,,,Republican,,79,815
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
TENNESSEE,1940,House,7,Herron Pearson,Democrat,25590
TENNESSEE,1940,House,8,Jere Cooper,Democrat,32002
TENNESSEE,1940,House,8,Julian Palmer,,2760
TENNESSEE,1940,House,9,Clifford Davis,Democrat,52952
TENNESSEE,1940,House,9,Theo Wynn Jarvill,,2309
TEXAS,1940,Presidential,,,,Democratic,840151
TEXAS,1940,Presidential,,,,Republican,199152
TEXAS,1940,Presidential,,,,Prohibition,925
TEXAS,1940,Presidential,,,,Socialist,728
TEXAS,1940,Presidential,,,,Communist,212
TEXAS,1940,Senate,,Tom Connally,Democrat,978095
TEXAS,1940,Senate,,George I. Shannon,Republican,55340
TEXAS,1940,Senate,,Homer Brooks,Communist,408
TEXAS,1940,House,1,Wright Patman,Democrat,27030
TEXAS,1940,House,2,Martin Dies,Democrat,43597
TEXAS,1940,House,3,Lindley Beckworth,Democrat,43139
TEXAS,1940,House,4,Sam Rayburn,Democrat,46333
TEXAS,1940,House,5,Hatton W. Sumners,Democrat,57739
TEXAS,1940,House,5,Floyd B. Royer,Republican,8272
TEXAS,1940,House,6,Luther A. Johnson,Democrat,33545
TEXAS,1940,House,7,Nat Patton,Democrat,30835
TEXAS,1940,House,7,Dudley Lawson,Republican,585
TEXAS,1940,House,8,Albert Thomas,Democrat,59796
TEXAS,1940,House,9,M. S. S. Kjorlien,Republican,2565
TEXAS,1940,House,10,Joseph J. Mansfield,Democrat,53742
TEXAS,1940,House,10,Lyndon B. Johnson,Democrat,48442
TEXAS,1940,House,11,William R. Poage,Democrat,37427
TEXAS,1940,House,12,Fritz G. Lanham,Democrat,64108
TEXAS,1940,House,13,Ed Gossett,Democrat,50076
TEXAS,1940,House,13,Louis N. Golde,Republican,1594
TEXAS,1940,House,14,Richard M. Kleberg,Democrat,51009
TEXAS,1940,House,15,Milton H. West,Democrat,31600
TEXAS,1940,House,16,J. A. Simpson,Republican,2628
TEXAS,1940,House,16,R. Ewing Thomason,Democrat,34516
TEXAS,1940,House,17,Sam Russell,Democrat,45456
TEXAS,1940,House,18,Eugene Worley,Democrat,51015
TEXAS,1940,House,18,John W. Beveridge,Republican,1858
TEXAS,1940,House,19,George H. Mahon,Democrat,53508
TEXAS,1940,House,20,Paul J. Kilday,Democrat,47075
TEXAS,1940,House,20,Harry Hotchkin,Republican,9026
TEXAS,1940,House,20,Emma Tenayuca,Communist,276
TEXAS,1940,House,21,Charles L. South,Democrat,49486
TEXAS,1940,House,21,Ray Ridenhour,Republican,3832
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
OHIO,1940,House,10,Thomas A. Jenkins,Republican,48217
OHIO,1940,House,10,John P. Kelso,Democrat,33665
OHIO,1940,House,11,Harold K. Claypool,Democrat,43548
OHIO,1940,House,11,Ray W. Davis,Republican,37395
OHIO,1940,House,12,John M. Vorys,Republican,91767
OHIO,1940,House,12,A. P. Iannicelli,Democrat,87115
OHIO,1940,House,13,A. D. Baumhart Jr.,Republican,62442
OHIO,1940,House,13,Werner S. Haslinger,Democrat,40774
OHIO,1940,House,14,Dow W. Harter,Democrat,121047
OHIO,1940,House,14,Walter B. Wanamaker,Republican,108016
OHIO,1940,House,14,Cornelius Kohlmyer,Independent,5527
OHIO,1940,House,15,Robert T. Secrest,Democrat,50753
OHIO,1940,House,15,Clair A. Young,Republican,40233
OHIO,1940,House,16,William M. Thorn,Democrat,92469
OHIO,1940,House,16,Jim Beccome,Republican,71629
OHIO,1940,House,17,Harry McGregor,Republican,69492
OHIO,1940,House,17,Ralph C. Lutz,Democrat,58313
OHIO,1940,House,18,Lawrence E. Imhoff,Democrat,79718
OHIO,1940,House,18,Ret L. Lewis,Republican,66866
OHIO,1940,House,19,Michael J. Kirwan,Democrat,122075
OHIO,1940,House,19,Charles H. Anderson,Republican,75016
OHIO,1940,House,20,Martin L. Sweeney,Democrat,72372
OHIO,1940,House,20,George Priesdendanz,Republican,34055
OHIO,1940,House,21,Robert Crosser,Democrat,79602
OHIO,1940,House,21,J. E. Chitko,Republican,63265
OHIO,1940,House,22,Frances P. Bolton,Republican,163272
OHIO,1940,House,22,Anthony A. Fleger,Democrat,126273
OHIO,1940,House,,George H. Bender,Republican,1519559
OHIO,1940,House,,Stephen M. Young,Democrat,1437347
OHIO,1940,House,,L. Marshall,Republican,1388881
OHIO,1940,House,,Francis W. Durbin,Democrat,1384745
OKLAHOMA,1940,Presidential Electors,,,Democratic,474313
OKLAHOMA,1940,Presidential Electors,,,Republican,345872
OKLAHOMA,1940,Presidential Electors,,,Prohibition,3027
OKLAHOMA,1940,House,1,Wesley E. Disney,Democrat,93366
OKLAHOMA,1940,House,1,W. R. Boyd,Republican,56112
OKLAHOMA,1940,House,1,Martha A. Morrison,Prohibition,451
OKLAHOMA,1940,House,1,Bill Edwards,Independent,212
OKLAHOMA,1940,House,2,Jack Nichols,Democrat,50351
OKLAHOMA,1940,House,2,E. O. Clark,Republican,30630
OKLAHOMA,1940,House,3,Whinton Cartwright,Democrat,68343
OKLAHOMA,1940,House,3,Frank D. McSherry,Republican,18145
OKLAHOMA,1940,House,4,Lyle H. Boren,Democrat,69040
OKLAHOMA,1940,House,4,Clyde T. Patrick,Republican,28046
STATE,YEAR,RACE_TYPE,CONGRESSIONAL_DISTRICT,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES
NORTH DAKOTA,1944,Presidential Electors,,,Republican,154590
NORTH DAKOTA,1944,Presidential Electors,,,Democratic,124036
NORTH DAKOTA,1944,Presidential Electors,,,Socialist,1279
NORTH DAKOTA,1944,Presidential Electors,,,Alfred Knutson,Prohibition,575
NORTH DAKOTA,1944,Presidential Electors,,,Prohibition,325
NORTH DAKOTA,1944,United States Senator,,,William Langer,Republican,100647
NORTH DAKOTA,1944,United States Senator,,,William Lemke,Individual,92593
NORTH DAKOTA,1944,United States Senator,,,Charles J. Vogel,Democrat,69847
NORTH DAKOTA,1944,United States Senator,,,Jasper Haaland,Individual,1014
NORTH DAKOTA,1944,Representatives At Large,,,Usher L. Burdick,Republican,148227
NORTH DAKOTA,1944,Representatives At Large,,,Charles R. Robertson,Republican,111125
NORTH DAKOTA,1944,Representatives At Large,,,R. J. Downey,Democrat,64622
NORTH DAKOTA,1944,Representatives At Large,,,Adolph Michelson,Democrat,63027
NORTH DAKOTA,1944,Representatives At Large,,,Thomas Hall,Individual,23939
NORTH DAKOTA,1944,Representatives At Large,,,John Omland,Individual,20845
OHIO,1944,Presidential Electors,,,Democratic,1738139
OHIO,1944,Presidential Electors,,,Republican,1586773
OHIO,1944,United States Senator,,,Harold H. Burton,Republican,1602498
OHIO,1944,United States Senator,,,John McSweeney,Democrat,1457304
OHIO,1944,Representatives,1,Charles H. Elston,Republican,81622
OHIO,1944,Representatives,1,Joseph A. Dixon,Democrat,61632
OHIO,1944,Representatives,2,William E. Hess,Republican,77760
OHIO,1944,Representatives,2,James E. O'Connell,Democrat,60410
OHIO,1944,Representatives,3,Greg Holbrock,Democrat,103921
OHIO,1944,Representatives,3,Harry N. Routzohn,Republican,93002
OHIO,1944,Representatives,4,Robert F. Jones,Republican,65354
OHIO,1944,Representatives,4,Clarence C. Miller,Democrat,47785
OHIO,1944,Representatives,5,Cliff Clevenger,Republican,96049
OHIO,1944,Representatives,5,C. H. Armbruster,Democrat,31060
OHIO,1944,Representatives,6,Jacob E. Davis,Democrat,32767
OHIO,1944,Representatives,6,Chester P. Ellis,Republican,48257
OHIO,1944,Representatives,7,Clarence J. Brown,Republican,88415
OHIO,1944,Representatives,7,J. Fuller Trump,Democrat,39667
OHIO,1944,Representatives,8,Frederick C. Smith,Republican,99128
OHIO,1944,Representatives,8,Kenneth M. Petri,Democrat,44005
OHIO,1944,Representatives,9,John F. Hunter,Democrat,86946
OHIO,1944,Representatives,9,Wilbur M. White,Republican,71927
